iron_feed,silica_feed,starch_flow,amina_flow,pulp_flow,pulp_pH,pulp_density,airflow_col1,airflow_col2,airflow_col3,airflow_col4,airflow_col5,airflow_col6,airflow_col7,level_col1,level_col2,level_col3,level_col4,level_col5,level_col6,level_col7
54.95,17.4,375.0234942528736,519.7612011494252,400.0346551724138,10.201206896551724,1.7747701149425288,250.3538103448276,250.31495402298853,250.07973563218397,295.096,306.4,250.11454022988505,250.0460804597701,549.2350057471265,550.8880517241379,549.5596839080459,550.6423448275862,552.5548333333334,549.2490977011494,550.3331609195402
54.95,17.4,449.6376101694916,560.0130790960452,399.7618926553672,10.052542372881357,1.7765536723163842,250.22038418079097,250.15697740112995,250.06405649717516,295.096,306.4,250.05832768361583,250.1163220338983,551.1189096045198,549.7156384180792,550.0825197740113,551.3209491525424,547.2747966101695,542.9987231638419,548.669384180791
54.95,17.4,470.6742960893855,543.6867374301677,400.39755307262567,10.312569832402234,1.7735754189944135,250.1862067039106,250.057,250.11867039106144,295.096,306.4,250.02863687150835,250.0380223463687,550.616027932961,550.0607765363128,549.4910614525139,551.2631061452514,547.6981675977653,554.832407821229,549.2535418994414
54.95,17.4,425.01597109826594,530.4726358381503,399.6037803468208,10.40156069364162,1.78,249.98795953757227,249.561387283237,249.9702138728324,295.096,306.4,250.0689768786127,249.98787283237,551.0153930635838,548.8467919075144,550.280514450867,554.3580867052023,551.1681965317919,550.9594046242775,550.0271156069365
54.95,17.4,540.9692696629213,517.8117078651685,398.9658426966292,10.262921348314606,1.7825842696629215,249.9763595505618,250.20804494382023,250.14473595505615,295.096,306.4,250.05594943820225,250.0828146067416,549.8721011235955,550.4568033707865,549.364404494382,551.7042921348315,550.3500617977528,556.1032134831461,551.0106348314606
55.99,17.16,530.3597919075145,524.5174450867052,399.3222080924856,10.368670520231214,1.780578034682081,250.42569364161847,249.7024566473989,250.0314797687861,295.096,306.4,250.03507514450865,250.02790173410403,549.0472485549133,549.239485549133,550.1007514450866,549.7380057803468,551.0743930635838,562.8015549132948,550.3749710982659
55.99,17.16,529.3875085714286,556.5461085714286,399.5454171428572,10.36137142857143,1.7669142857142857,250.0259942857143,250.35334285714285,250.08495428571428,295.096,306.4,250.00972,249.98851428571427,549.6323028571429,550.8172400000001,549.5618342857142,549.2173657142857,550.0844742857142,566.0902514285714,550.0760285714285
55.99,17.16,526.2151954022988,525.768224137931,400.5656091954023,10.273563218390803,1.7547701149425283,249.71720689655172,250.02664367816087,250.0638793103448,295.096,306.4,249.9972988505747,250.03398275862068,550.3118448275862,549.6143563218391,549.5508218390804,549.6217011494252,548.7723735632184,564.9697126436781,548.7982356321838
55.99,17.16,442.29014689265534,469.37521468926553,399.0366553672316,10.398474576271186,1.7515254237288134,250.19261581920904,249.9885875706215,250.0639152542373,295.096,306.4,250.02042937853108,250.0449661016949,550.2177118644069,549.3493559322034,549.4304745762712,549.5394632768362,549.5448192090396,559.4349209039548,550.4912485875707
55.99,17.16,475.7154722222222,443.8796722222222,399.57016111111113,10.095055555555556,1.7409444444444444,250.02516666666665,250.20492777777775,250.06450555555557,295.096,306.4,249.9089111111111,250.0285555555556,521.0884055555556,523.9907666666667,521.5668888888888,515.8395777777778,522.1457444444444,550.2079666666666,531.4241222222222
55.99,17.16,466.8760451977401,431.3513220338983,399.25025988700565,10.117683615819208,1.6936158192090394,250.0140282485876,250.29297175141244,250.0146384180791,295.096,306.4,250.041395480226,250.11390395480225,475.7903898305085,484.508813559322,474.753,414.7094011299435,442.6696723163842,467.11464971751417,451.2882372881356
55.99,17.16,407.7555642458101,431.4936480446928,400.47618435754185,9.984301675977656,1.7289385474860337,249.7888994413408,250.00493854748603,250.033687150838,295.096,306.4,250.0208156424581,250.091469273743,549.8149608938547,549.8754525139665,548.7076592178771,447.8277932960894,472.5303128491621,471.7690670391062,468.06976536312845
55.99,17.16,406.2163966480447,356.9746927374302,400.5066480446927,9.876201117318436,1.6270949720670391,250.0282625698324,250.1095530726257,250.1022569832402,295.096,306.4,250.05332402234637,249.943156424581,549.663251396648,550.0753966480447,549.5476927374301,439.6331005586592,540.6640558659218,557.4963631284917,538.8100893854748
55.99,17.16,497.5025,315.46919540229885,399.7962298850574,10.030229885057471,1.5719540229885056,250.01672988505743,250.1946954022989,250.01102298850572,295.096,306.4,250.0483103448276,250.1352183908046,550.5160172413792,549.1079195402299,548.9766666666667,430.7633390804597,543.640091954023,552.1905344827586,543.1533965517242
60.66,8.25,520.9771363636363,366.85116477272726,400.5226590909091,10.277727272727272,1.721534090909091,250.3469772727273,250.55519886363635,250.08266477272727,295.096,306.4,250.05239772727276,249.93258522727277,549.5309772727273,551.171125,550.3786875000001,362.1568409090909,555.524721590909,552.3733409090909,550.1213409090909
60.66,8.25,311.217938547486,357.10046368715086,399.8869217877095,10.305027932960892,1.7524581005586592,249.74532960893853,249.9426815642458,250.05337988826813,295.096,306.4,250.0840782122905,249.7005139664805,549.2355810055866,554.966374301676,549.7739441340783,504.17343575418994,544.7210335195531,550.5777597765363,544.0415810055866
60.66,8.25,319.13378857142857,331.5733657142857,398.96954285714287,10.037142857142856,1.7342285714285717,249.71850285714285,249.69724,249.66914285714284,295.096,306.4,250.22442285714288,250.20974857142852,551.30016,559.9743771428572,550.3727485714286,460.31840571428575,548.9579314285714,565.12552,553.0119885714286
60.66,8.25,305.72679661016946,319.36373446327684,400.5066440677966,10.1690395480226,1.7505649717514125,250.0825706214689,250.1727231638418,250.02958192090395,295.096,306.4,249.9810395480226,250.02822598870057,549.9647457627118,549.6476779661017,549.9289265536723,478.4555762711864,548.6513898305085,551.7762429378531,548.405813559322
60.66,8.25,230.7354325842697,332.60764044943824,400.0217808988764,9.930786516853932,1.7569101123595507,249.94666292134832,250.2258764044944,249.9699606741573,295.096,306.4,250.01962921348317,250.0718988764045,549.7429943820224,549.9019999999999,550.495786516854,501.3742134831461,556.9136573033708,554.3495056179776,554.1793539325843
60.66,8.25,259.831106741573,335.1881966292135,400.6563764044944,9.570393258426966,1.6520224719101124,250.37539325842693,250.0745617977528,250.58058988764049,295.096,306.4,250.4613426966292,250.11507865168537,550.9674382022472,550.7596741573034,550.0409775280899,481.9540617977528,549.1150842696629,563.0445730337078,542.3004494382022
59.89,8.98,263.0674114285714,362.5324971428572,399.9960628571429,9.964571428571428,1.645142857142857,250.0972057142857,250.20941714285715,250.05233714285717,295.096,306.4,249.75916,249.9317714285714,559.6777314285714,571.4994057142857,561.3389771428572,540.7969142857144,545.0883371428572,572.6885942857143,549.8889257142857
59.89,8.98,272.038183908046,476.06613218390805,400.623551724138,9.9833908045977,1.7428735632183907,250.08051149425287,249.80267241379312,250.0719425287356,295.096,306.4,250.0138735632184,249.68658045977008,549.6784540229885,549.950775862069,548.2147701149426,479.8271206896552,544.8670114942529,559.2225804597701,542.6409425287356
59.89,8.98,491.857,532.1427262569832,400.3336201117318,9.525642458100558,1.697541899441341,249.96856983240227,249.67341899441345,250.02793296089385,295.096,306.4,250.11385474860333,250.0742122905028,593.8723575418994,532.0549106145252,600.1456703910615,536.1039106145251,554.4392849162011,560.7443072625698,559.164530726257
59.88999999999999,8.98,253.48624277456648,559.3680231213873,399.5437976878613,9.34820809248555,1.7664161849710982,250.49339884393063,250.24628901734104,250.0572369942197,295.096,306.4,250.28827167630055,250.02762427745665,549.9301213872833,239.6073930635838,550.8259884393063,548.8746820809249,548.4087630057803,551.8365664739885,550.5406473988439
59.89,8.98,215.14838285714285,510.7700171428571,395.7641257142857,9.515314285714286,1.750857142857143,250.0858514285714,250.5025142857143,249.95930857142855,295.096,306.4,250.11626285714289,250.0054514285714,550.4948971428572,392.78080571428575,550.0854914285715,551.8695428571428,549.5067371428572,554.7832857142857,550.14516
59.89,8.98,333.15821468926555,454.39405084745766,398.0601581920904,9.52819209039548,1.7469491525423728,250.10536723163844,249.929802259887,249.964,295.096,306.4,249.89553672316384,249.92181920903957,549.5814350282486,723.7933276836158,548.8603220338983,547.7418079096045,549.4894463276836,546.6424406779661,549.9537344632769
59.89,8.98,323.2271073446328,510.46808474576267,401.7112937853108,9.58638418079096,1.7466101694915253,249.92238983050848,250.29182485875705,250.148813559322,295.096,306.4,250.00733333333332,250.06182485875703,549.6820451977401,753.5583446327684,549.5407457627118,546.7508700564971,550.3115028248587,550.1232937853108,550.6440960451978
59.89,8.98,355.0922678571428,397.88925595238095,402.3818273809524,9.637738095238095,1.7604761904761903,250.3008869047619,250.2297678571429,250.04299404761903,295.096,306.4,250.27285714285716,250.0536130952381,549.390130952381,783.3758095238095,557.4450892857143,553.5110773809524,545.8759523809524,584.953863095238,555.231244047619
59.89,8.98,348.1705333333333,476.9721,399.5793722222222,9.773944444444444,1.7504444444444442,249.92346666666668,250.47823333333332,249.92431666666667,295.096,306.4,250.1935,249.97576111111115,549.7849055555555,813.5355388888888,549.3869055555556,552.0793111111111,551.5419222222222,557.0937333333334,551.0186166666666
59.66,9.09,355.5451460674157,512.790606741573,400.41537078651686,9.86179775280899,1.7375842696629216,250.1398202247191,250.03167415730337,250.01405617977528,295.096,306.4,249.98734269662924,250.0898370786517,499.9752865168539,474.9412696629213,500.643393258427,498.46564044943824,499.0828258426967,512.854904494382,505.46364044943823
59.66,9.09,359.3476551724138,530.8186379310345,398.5584540229885,10.003563218390804,1.7429885057471264,249.8243563218391,250.15989655172413,250.1482183908046,295.096,306.4,250.02806321839083,250.1008103448276,454.0686666666667,463.6219540229885,460.9195229885058,457.34244252873566,449.3612931034483,468.0397643678161,456.7719482758621
59.66,9.09,330.40105649717515,557.9327683615819,399.7653615819209,9.925819209039547,1.7598305084745762,249.98111299435027,250.4471638418079,250.01457627118648,295.096,306.4,249.9406723163842,250.1067570621469,450.4487853107344,449.9549661016949,449.64141807909607,448.9260169491525,449.8153502824858,455.0147796610169,451.2446610169491
59.66,9.09,336.78058757062144,568.9193050847458,398.7029830508475,9.99367231638418,1.7731638418079096,249.65124293785308,250.12585875706216,249.98294350282487,295.096,306.4,249.7033615819209,250.02546892655369,449.4464350282486,449.9639039548023,449.9067740112994,450.0541638418079,449.2003163841808,452.00530508474577,450.1600056497175
59.66,9.09,328.3715,570.8648777777778,400.14305,9.935777777777778,1.7756666666666667,250.07736666666668,250.0985055555556,250.04233888888888,295.096,306.4,249.9588388888889,250.04344444444445,529.3302722222222,445.5855333333334,529.8284277777777,531.0520833333334,530.5305777777778,494.0653055555556,490.6961777777778
59.66,9.09,311.87270786516854,554.073702247191,400.5497134831461,9.897808988764046,1.7540449438202248,249.83374157303373,250.26462359550564,250.0268370786517,295.096,306.4,250.03090449438204,250.0638651685393,550.3622415730337,549.7066067415731,550.2397640449439,550.0088539325843,549.5910786516854,503.363011235955,500.27205056179776
59.66,9.09,349.59137078651685,551.2614550561798,399.0566460674157,9.802078651685392,1.7550561797752808,249.9080786516854,249.9893539325843,250.0755224719101,295.096,306.4,250.03536516853933,250.08057865168536,457.0259213483146,459.6721460674158,458.2251348314607,459.3378426966292,458.1934606741573,463.8625449438202,458.6984943820224
59.66,9.09,313.3329776536313,542.3671229050279,399.3852122905028,9.892122905027934,1.751340782122905,250.20860893854748,250.3522625698324,250.04477653631284,295.096,306.4,250.06145810055867,250.00454748603352,450.0007877094972,449.5814525139665,449.5064134078213,450.2921117318436,450.60028491620113,455.0006424581006,449.7787262569833
59.66,9.09,327.3279497206704,553.0319441340782,400.9392011173184,9.9336312849162,1.749608938547486,249.727748603352,249.9797541899441,250.0363966480447,295.096,306.4,249.67199441340784,250.03193296089387,450.3573910614525,450.0761731843575,449.5408044692738,449.8071620111732,450.6606368715084,452.04542458100553,451.3394916201117
58.84,11.46,350.77438505747125,546.5002873563219,400.2822471264368,9.92132183908046,1.744137931034483,248.74505172413797,248.00881609195403,249.74711494252875,295.096,306.4,250.2273103448276,249.87877586206892,450.8765747126437,303.16329310344827,450.2224367816092,430.0205977011494,442.7648620689655,451.85552298850575,445.8780057471265
58.84,11.46,352.34781142857145,554.0291542857143,399.58286285714286,10.106342857142856,1.7527428571428572,250.44988,250.23147428571428,250.1463657142857,295.096,306.4,250.48249714285717,250.67428,450.50230857142856,371.3781257142857,449.24952,456.9175942857143,452.8661085714286,454.59663428571423,451.08516571428567
58.84,11.46,344.9371468926554,561.8138926553672,400.5049096045198,9.905197740112994,1.7646892655367232,250.17606214689263,249.8184802259887,250.0036271186441,295.096,306.4,250.17566101694916,250.1572655367232,450.0342881355932,450.8087401129943,449.8315028248588,453.02861581920905,455.1471920903955,472.78578531073447,465.39343502824863
58.84,11.46,326.65184444444446,558.8256,399.83428333333336,9.821222222222222,1.7603333333333333,250.2224055555556,250.2479833333333,250.07167222222225,295.096,306.4,250.15775555555555,250.12354444444443,449.9502722222222,450.2893,449.7770611111111,451.37982222222223,452.27184444444447,461.1292666666666,453.4301333333333
58.84,11.46,309.7318388888889,548.8467888888889,398.9453166666667,9.708833333333336,1.7516666666666667,250.09033333333332,249.99876666666665,250.08361111111117,295.096,306.4,249.9418833333333,249.74959444444443,449.6734666666667,450.44222777777776,449.4978,444.34725,440.2936833333333,451.9998833333333,445.5566055555556
58.84,11.46,362.56266285714287,499.2776685714286,401.7345942857143,9.923714285714286,1.741657142857143,250.95750857142855,249.7876571428571,250.33390857142857,295.096,306.4,250.0072228571429,250.05217142857143,448.3106971428572,464.3197028571429,450.4868857142857,428.7057542857143,446.5720285714286,453.20244,449.5348228571429
58.82,11.46,369.34970285714286,520.9472628571428,399.4113828571428,9.764514285714286,1.7402857142857144,250.06694857142855,250.12186285714287,250.0347942857143,295.096,306.4,250.0648457142857,250.1101542857143,450.4922171428572,450.47748,450.3999771428572,297.6383028571429,450.7758571428571,452.1772971428571,453.2325142857143
58.81999999999999,11.46,397.6857344632768,511.48697175141245,400.0135310734464,9.768926553672316,1.7483615819209035,249.98337288135596,250.1689830508475,250.0836214689265,295.096,306.4,250.077186440678,250.08705084745765,449.8992429378531,451.2161581920904,449.89170056497176,428.3768983050847,451.2406158192091,484.6771016949152,487.1235197740113
58.82000000000001,11.46,390.0151516853933,497.0968764044944,401.2716235955056,9.777191011235956,1.739887640449438,250.11508426966293,250.11293258426969,250.02123595505617,295.096,306.4,250.18890449438203,250.03864606741573,450.3116292134832,449.9249325842697,450.6465617977528,447.8625337078652,449.8040337078652,552.0006235955057,548.3045168539326
58.82000000000001,11.46,387.151095505618,442.52221348314606,397.6628202247191,9.75814606741573,1.685,249.965106741573,250.32733146067412,250.1061629213483,295.096,306.4,249.9413764044944,249.97182584269663,450.4481292134832,454.9668764044944,449.9575112359551,434.1792528089888,442.3975898876405,552.3750674157303,544.514404494382
58.82000000000001,11.46,353.4090393258427,308.9750168539326,390.65827528089886,9.916741573033708,1.7154494382022474,250.35101123595507,249.8826573033708,250.0128426966292,295.096,306.4,249.97970224719103,250.02476404494385,453.2364943820225,724.5858595505617,563.9785056179775,464.3401404494382,451.2832808988764,560.6598426966292,554.2323595505618
58.82,11.46,326.69166666666666,441.5702471264368,399.41415517241376,9.781206896551724,1.7136781609195402,249.93180459770116,250.1459655172414,249.99990804597695,295.096,306.4,250.03371264367817,250.1026091954023,449.6115287356322,396.2190804597701,318.30672988505745,453.4025632183908,459.3054942528736,568.7736091954023,561.5591436781609
58.81999999999999,11.46,374.7651242937853,512.5978305084747,402.6867005649718,9.791129943502824,1.7,249.9277344632769,249.88243502824855,250.0578644067797,295.096,306.4,250.1762768361582,250.06281920903956,491.3205254237288,657.9761412429378,491.4661581920904,448.8759209039548,439.4287740112994,476.7556836158192,425.48057627118646
58.82,11.46,413.1709497206704,524.4109217877094,399.5676312849162,10.055530726256984,1.7149720670391062,250.14275418994413,250.2534134078212,250.05403351955303,295.096,306.4,249.99790502793297,250.0532737430168,501.1500279329609,391.0869441340782,498.97078212290506,452.0357374301676,455.38844692737433,457.8932290502794,452.9880782122905
58.82000000000001,11.46,312.2868370786517,536.800893258427,399.6295786516854,9.742022471910111,1.7303932584269663,250.1521573033708,249.83774157303367,250.04951123595507,295.096,306.4,249.94222471910112,250.03782584269663,499.8277921348314,369.8874213483146,499.606797752809,450.80901685393263,448.5459831460674,452.0050786516854,449.05
59.05,11.2,339.6325795454546,544.2722556818181,399.6514090909091,9.745568181818182,1.7440340909090908,249.975875,249.77996022727277,250.05952272727276,295.096,306.4,250.24461363636365,250.04721022727276,499.9327613636364,500.1451136363636,499.4947159090909,449.29324431818185,450.0795511363637,450.34953977272727,451.8384318181818
59.05,11.2,395.3635112359551,549.9901516853932,401.1604943820225,9.93494382022472,1.751067415730337,250.0248426966292,249.97857303370787,249.9849382022472,295.096,306.4,250.02797191011237,250.03412359550563,500.4487471910112,499.7442247191011,499.4468146067416,452.59466292134834,451.5696966292135,453.3665056179775,452.8480674157304
59.05,11.2,363.4267247191011,534.8485842696629,399.2686292134832,9.825393258426969,1.7630898876404493,250.02227528089887,250.17788764044943,250.05936516853933,295.096,306.4,249.96238764044944,250.02029213483144,499.7162528089888,500.4637303370786,500.4343370786517,500.8891292134832,501.23652808988766,500.4843314606741,501.2714438202247
59.05,11.2,408.4413579545455,515.1077386363636,399.0747556818182,9.873806818181816,1.7663636363636364,250.6218693181818,249.92814204545456,250.1168465909091,295.096,306.4,250.6936875,250.1990340909091,503.6788920454546,503.9038409090909,503.3819375000001,505.9529488636363,504.2476477272727,510.7341704545455,508.2898125
59.05,11.2,422.1691853932584,312.7657247191011,401.8667528089888,9.975449438202247,1.8329213483146067,250.19168539325844,250.27437078651687,250.08558988764045,295.096,306.4,250.4276460674157,249.97378651685395,820.0481179775281,796.0595898876404,862.1772584269663,553.2192303370787,561.8326853932584,596.2880056179775,564.1034606741573
59.05,11.2,406.9079772727273,483.8223806818182,401.2997727272727,9.925625,1.7674999999999998,250.05496022727277,249.86113636363635,250.00139772727272,295.096,306.4,250.1785056818182,249.99435795454545,520.9479375,493.8701931818181,628.4298465909092,546.3438465909092,537.7513125,576.8612102272727,547.3269886363637
59.05,11.2,367.0899318181818,540.7205681818182,400.1092329545455,9.97369318181818,1.7699999999999998,250.04229545454547,250.0962159090909,250.0794147727273,295.096,306.4,249.99468181818185,250.0964261363636,550.1732045454545,549.9598977272727,549.6619318181819,550.9210340909091,550.4935227272728,551.1521420454545,550.2878465909091
59.05,11.2,446.3296609195402,535.7668103448276,398.979224137931,10.09413793103448,1.7633333333333332,250.04398850574717,249.990867816092,250.09641379310344,295.096,306.4,250.198316091954,249.9817528735632,550.9198505747127,549.7192356321839,549.2159540229885,550.3617988505747,549.5631781609195,551.4808505747127,549.9113333333333
59.05,11.2,257.53693785310736,457.5529152542372,401.3555649717514,9.700960451977402,1.6127683615819208,249.9550169491525,249.84100564971752,250.08586440677965,295.096,306.4,249.96570621468928,250.0680056497175,637.0160338983051,623.8676327683615,659.3905762711864,597.1965593220339,521.4912711864407,632.4878531073447,472.989615819209
57.35,12.27,322.0590171428572,372.1003828571429,400.22481142857146,9.044571428571428,1.56,250.08452,249.9524571428572,250.0656857142857,295.096,306.4,250.11185142857144,249.99942285714283,527.8504285714286,367.77436571428575,594.5396914285714,537.0902514285714,439.9423828571429,577.3623771428571,448.1862171428572
57.35,12.27,350.7861,440.3484111111112,399.44685555555554,9.630055555555556,1.6822777777777778,249.96776666666665,249.8733333333333,250.08616666666668,295.096,306.4,250.0133888888889,250.17680555555555,549.9917833333333,243.80551111111112,550.4554166666667,550.5968166666667,543.6099555555555,552.8887777777777,550.1255611111111
57.35,12.27,384.2412215909091,469.9418125,399.9990227272727,9.914375,1.7372159090909092,250.28119318181817,250.2031590909091,250.09498295454543,295.096,306.4,249.93757386363637,250.0310625,550.5362556818181,460.8233977272728,549.15775,547.7163181818182,555.9624488636364,563.7531875,553.0640397727274
57.35,12.27,400.9889886363637,455.52922727272727,400.2648409090909,10.202272727272728,1.742784090909091,250.08001704545453,250.01106818181816,250.0300511363636,295.096,306.4,250.0303409090909,250.0324659090909,549.6386477272728,423.1479318181818,549.83775,545.7700681818183,542.5616647727273,554.1774545454546,543.7957045454546
57.35,12.27,401.5012988505747,431.78208620689657,399.4766379310345,9.889482758620687,1.738333333333333,250.02666666666667,250.59766666666667,250.08756896551725,295.096,306.4,250.0547528735632,250.03009195402296,548.6982183908046,460.9685574712643,549.4731781609196,553.8009425287356,550.6578793103448,550.0602356321839,555.3050632183908
57.35,12.27,421.768,409.1874367816092,398.2672528735632,9.68977011494253,1.675632183908046,249.9100574712644,250.19004022988508,250.020591954023,295.096,306.4,250.06279310344829,250.04557471264368,583.6028735632184,466.8244540229885,570.9151954022989,541.6327586206897,544.9172643678161,574.7074252873564,536.5069655172414
56.42,12.99,320.1566703910615,406.5410055865922,401.81216201117314,9.94413407821229,1.668715083798883,250.06980446927372,249.991625698324,250.1216536312849,295.096,306.4,250.1209441340782,250.0998379888268,626.3345363128492,522.1994916201118,613.9263296089385,560.1269944134078,552.6545921787709,551.2032625698324,558.4490670391061
56.42,12.990000000000002,385.1699137931035,405.9475344827586,397.2030977011494,9.95183908045977,1.6274137931034485,250.3305977011494,251.3641724137931,250.05286781609195,295.096,306.4,250.2860689655172,250.0618965517241,618.5500517241379,451.4778793103448,597.0828103448276,539.8698218390805,549.7579482758621,550.3744022988506,550.2908275862069
56.42,12.990000000000002,377.7238125,430.7900852272727,399.91377840909087,9.9325,1.739943181818182,250.0667386363636,249.9931534090909,250.01292613636363,295.096,306.4,250.0858522727273,250.05589772727276,550.4727613636364,435.13782954545457,575.3223295454545,546.3496136363636,553.3869772727272,552.0932613636364,550.2133068181819
56.42,12.990000000000002,393.0451348314607,435.3999775280899,400.4408258426967,10.06247191011236,1.7498314606741574,250.2186404494382,250.40308988764045,250.08952808988764,295.096,306.4,249.95206741573037,250.0336573033708,559.6275,765.7616910112359,549.3288483146067,556.2115505617978,552.077297752809,549.5083033707865,550.078797752809
56.42,12.99,391.1903910614525,415.8978268156424,399.4858882681564,9.931787709497206,1.7446927374301675,250.0972737430168,249.7576536312849,250.0233966480447,295.096,306.4,249.99953072625695,250.05114525139663,561.3202234636871,450.73728491620113,549.692687150838,547.0894134078212,551.8483966480446,552.0003687150838,549.1661229050279
56.42,12.99,382.6132485875706,407.6252994350282,399.1611694915254,9.979491525423729,1.7162146892655366,249.76041807909604,249.6459209039548,250.0680677966102,295.096,306.4,250.07533898305084,250.041406779661,455.2750395480226,452.9273615819209,554.4976497175142,548.882418079096,553.5948361581922,552.5060790960453,551.7989830508475
56.42,12.99,396.0290502793296,376.3768491620112,400.4858603351955,9.70346368715084,1.709441340782123,250.13205027932963,250.3554413407821,250.03296089385475,295.096,306.4,250.0810837988827,250.0514748603352,564.8707653631285,484.9097374301676,562.3682905027933,542.4020782122905,550.2862849162011,559.0540893854749,552.6109608938547
56.42,12.990000000000002,405.3350112359551,365.4126348314607,401.1092078651685,9.852808988764044,1.686067415730337,249.85580898876407,250.2457191011236,250.12320224719105,295.096,306.4,250.06232022471912,250.0492359550562,573.5803202247191,494.3335449438202,570.2781966292135,521.3958202247192,546.5483595505617,552.987191011236,549.6356629213483
56.42,12.990000000000002,409.2608850574713,346.1878850574713,400.44407471264367,10.010402298850574,1.749655172413793,250.2046206896552,250.021683908046,250.27931609195403,295.096,306.4,250.049091954023,250.0238735632184,549.9268908045976,449.8892988505747,550.6660287356322,529.0575977011495,541.832816091954,549.9997701149425,543.2491609195403
58.95,8.94,404.8668735632184,329.38318965517243,400.8274195402299,9.956379310344827,1.7228735632183907,250.13411494252875,250.1530459770115,250.01171264367812,295.096,306.4,250.00093103448276,250.0626724137931,550.0055747126437,449.9518793103448,549.6569885057471,561.201948275862,557.8337356321839,550.7423793103449,553.9004022988505
58.95,8.94,394.4622171428572,397.3632914285714,399.6808114285715,10.067885714285714,1.720457142857143,250.0196628571429,250.58908,250.08064,295.096,306.4,250.0240742857143,250.0468742857143,560.62072,535.2855771428572,560.4324514285714,544.8597828571428,542.1047942857143,549.7972742857143,543.3566171428571
58.95,8.94,373.9709774011299,430.1601920903955,399.54951412429375,9.876440677966102,1.7298305084745762,250.00645197740116,249.7540282485876,250.17202259887003,295.096,306.4,250.00140677966104,249.98637288135595,599.9352033898306,603.7711525423729,600.3660960451978,548.5363559322034,550.1239152542373,554.5426723163841,549.4480564971751
58.95,8.94,433.1115549132948,443.1564046242775,400.34013872832367,10.01936416184971,1.7515606936416184,250.2514277456648,249.95560115606935,250.1364161849711,295.096,306.4,250.0602716763006,250.06,600.5053179190751,601.0889306358381,600.3176069364162,543.9603930635839,551.9074971098266,551.8347803468208,551.1861734104046
